
912,Ailyn,186,40300
913,Reggi,115,20700
914,Sheppard,112,20160
915,Curt,240,59200
916,Boigie,212,49400
917,Dulci,183,39250
918,Lisette,211,49050
919,Kimmie,143,27120
920,Sibilla,237,58150
921,Faunie,137,25680
922,Loria,154,29760
923,Nealon,175,36450
924,Skipp,137,25680
925,Tiena,95,17100
926,Galvin,195,43450
927,Erda,135,25200
928,Lulita,197,44150
929,Ringo,181,38550
930,Conn,115,20700
931,Allyson,91,16380
932,Joya,178,37500
933,Rafferty,87,15660
934,Debby,181,38550
935,Anne-marie,231,56050
936,Clayson,229,55350
937,Jennine,115,20700
938,Drona,164,32600
939,Brynna,196,43800
940,Francisco,140,26400
941,Charlene,176,36800
942,Egor,189,41350
943,Westleigh,88,15840
944,Suzanna,142,26880
945,Noe,105,18900
946,Dewey,145,27600
947,Cornelius,226,54300
948,Georgie,184,39600
949,Sherman,182,38900
950,Humphrey,211,49050
951,Vale,210,48700
952,Chiquita,181,38550
953,Burr,102,18360
954,Harmonia,179,37850
955,Giacomo,190,41700
956,Brian,196,43800
957,Irwinn,174,36100
958,Ashleigh,216,50800
959,Morty,192,42400
960,Chaddy,227,54650
961,Garik,97,17460
962,Cookie,100,18000
963,Waldo,207,47650
964,Mariam,216,50800
965,Bryna,102,18360
966,Joannes,147,28080
967,Donielle,186,40300
968,Emma,227,54650
969,Normand,109,19620
970,Gavrielle,125,22800
971,Seumas,96,17280
972,Wyatt,176,36800
973,Bogart,174,36100
974,Ellette,215,50450
975,Enrico,123,22320
976,Christoffer,153,29520
977,Riannon,209,48350
978,Jenelle,110,19800
979,Fredrika,143,27120
980,Francisco,85,15300
981,Torr,234,57100
982,Valerye,136,25440
983,Anthia,84,15120
984,Stormi,135,25200
985,Randal,119,21420
986,Hugh,142,26880
987,Marlane,92,16560
988,Tybie,109,19620
989,Bethanne,236,57800
990,Karoly,85,15300
991,Wendie,225,53950
992,Giselle,175,36450
993,Sisely,158,30720
994,Jen,152,29280
995,Tabbie,110,19800
996,Mab,127,23280
997,Viole,131,24240
998,Abbye,125,22800
999,Lauralee,95,17100
1000,Jessie,175,36450
